LeastConfidence,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7272,0.7996,0.07240000000000002,timePerIter,11.315306425094604
BadgeSampling,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7306,0.7918,0.06119999999999992,timePerIter,699.0296156406403
LeastConfidence,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7272,0.8277,0.10050000000000003,timePerIter,10.751460075378418
BadgeSampling,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7306,0.8265,0.09589999999999999,timePerIter,665.3006727695465
LeastConfidence,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7272,0.8463,0.1191000000000001,timePerIter,10.009591102600098
LeastConfidence,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.7272,0.8569,0.12970000000000004,timePerIter,9.403295278549194
BadgeSampling,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7306,0.8407,0.11009999999999998,timePerIter,633.2761793136597
LeastConfidence,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,35.0,accCompare,0.7272,0.4146,-0.31259999999999993,timePerIter,8.6439368724823
BadgeSampling,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.7306,0.8484,0.11780000000000002,timePerIter,590.874579668045
LeastConfidence,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,40.0,accCompare,0.7272,0.1,-0.6272,timePerIter,8.287278890609741
LeastConfidence,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7252,0.7871,0.061900000000000066,timePerIter,11.371074914932251
BadgeSampling,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7282,0.7949,0.06670000000000009,timePerIter,712.5224807262421
BadgeSampling,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7282,0.8229,0.0947,timePerIter,671.4338843822479
BadgeSampling,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7282,0.8367,0.10850000000000004,timePerIter,635.166042804718
BadgeSampling,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.7282,0.8561,0.1279,timePerIter,580.0139293670654
BadgeSampling,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,35.0,accCompare,0.7282,0.8678,0.13960000000000006,timePerIter,532.5724730491638
LeastConfidence,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7322,0.7858,0.05360000000000009,timePerIter,11.758132696151733
LeastConfidence,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7322,0.8248,0.09260000000000002,timePerIter,11.13185453414917
BadgeSampling,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,40.0,accCompare,0.7282,0.8797,0.15150000000000008,timePerIter,501.9751355648041
LeastConfidence,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7322,0.8434,0.11120000000000008,timePerIter,10.487525701522827
LeastConfidence,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.7322,0.8543,0.12209999999999999,timePerIter,9.809467792510986
BadgeSampling,4,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7306,0.7847,0.054099999999999926,timePerIter,700.0396976470947
LeastConfidence,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,35.0,accCompare,0.7322,0.8692,0.137,timePerIter,9.109101295471191
BadgeSampling,4,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7306,0.823,0.09239999999999993,timePerIter,663.1571068763733
BadgeSampling,4,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7306,0.8435,0.1129,timePerIter,609.0098223686218
LeastConfidence,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,40.0,accCompare,0.7322,0.8802,0.14800000000000002,timePerIter,8.69537353515625
LeastConfidence,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.1,0.1,0.0,timePerIter,11.50822901725769
BadgeSampling,4,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.7306,0.8581,0.12749999999999995,timePerIter,575.4548561573029
LeastConfidence,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.1,0.1,0.0,timePerIter,10.956699132919312
LeastConfidence,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.1,0.1,0.0,timePerIter,10.186044454574585
BadgeSampling,4,budget,40.0,nStart,10.0,nQuery,5.0,labeled,35.0,accCompare,0.7306,0.8661,0.13549999999999995,timePerIter,531.3403787612915
LeastConfidence,3,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.1,0.1,0.0,timePerIter,9.634343147277832
BadgeSampling,4,budget,40.0,nStart,10.0,nQuery,5.0,labeled,40.0,accCompare,0.7306,0.8769,0.14629999999999999,timePerIter,489.7162537574768
uncertainGCN,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7218,0.7949,0.07310000000000005,timePerIter,77.96978497505188
uncertainGCN,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7218,0.8058,0.08399999999999996,timePerIter,121.338458776474
BadgeSampling,5,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7252,0.7826,0.05740000000000001,timePerIter,705.4046151638031
uncertainGCN,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7218,0.8253,0.10350000000000004,timePerIter,177.72930812835693
BadgeSampling,5,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7252,0.8294,0.10420000000000007,timePerIter,661.008446931839
uncertainGCN,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.7218,0.8322,0.11040000000000005,timePerIter,243.05559968948364
BadgeSampling,5,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7252,0.8447,0.11950000000000005,timePerIter,621.8928911685944
uncertainGCN,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,35.0,accCompare,0.7218,0.8451,0.12329999999999997,timePerIter,327.5982916355133
BadgeSampling,5,budget,40.0,nStart,10.0,nQuery,5.0,labeled,30.0,accCompare,0.7252,0.853,0.12780000000000002,timePerIter,597.7046480178833
uncertainGCN,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,40.0,accCompare,0.7218,0.855,0.13319999999999999,timePerIter,435.7621932029724
BadgeSampling,5,budget,40.0,nStart,10.0,nQuery,5.0,labeled,35.0,accCompare,0.7252,0.8687,0.14350000000000007,timePerIter,553.8663058280945
uncertainGCN,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7281,0.7773,0.04920000000000002,timePerIter,77.98300313949585
KMeansSampling,1,budget,40.0,nStart,10.0,nQuery,5.0,labeled,15.0,accCompare,0.7387,0.1,-0.6387,timePerIter,1085.3069162368774
uncertainGCN,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,20.0,accCompare,0.7281,0.8099,0.08179999999999998,timePerIter,120.60689759254456
BadgeSampling,5,budget,40.0,nStart,10.0,nQuery,5.0,labeled,40.0,accCompare,0.7252,0.8812,0.15600000000000003,timePerIter,515.0687556266785
uncertainGCN,2,budget,40.0,nStart,10.0,nQuery,5.0,labeled,25.0,accCompare,0.7281,0.8281,0.09999999999999998,timePerIter,173.61133933067322
